Code;Population;
SK0426521850;602;
SK0426521868;382;
SK0426521876;1564;
SK0426521884;971;
SK0426521892;2657;
SK0426521906;357;
SK0426521914;1025;
SK0426521922;355;
SK0426521931;2627;
SK0426521949;625;
SK0426521957;1690;
SK0426521965;1943;
SK0426521973;2218;
SK0426521981;1133;
SK0426522007;1484;
SK0426522015;243;
SK0426522023;456;
SK0426522031;1290;
SK0426522040;993;
SK0426522066;971;
SK0426522074;756;
SK0426522082;210;
SK0426522091;311;
SK0426522104;1492;
SK0426522121;930;
SK0426522139;4497;
SK0426522147;4064;
SK0426522155;318;
SK0426522163;1269;
SK0426522171;529;
SK0426522180;370;
SK0426522198;990;
SK0426522201;321;
SK0426522210;471;
SK0426522244;393;
SK0426522252;450;
SK0426522261;1372;
SK0426559687;1143;
SK0426559784;3689;
SK0426559831;243;
SK0426559865;1353;
SK0426559873;533;
SK0426559881;150;
SK0426580252;386;
SK0426582093;534;
SK0426582514;1229;
SK0426599310;100;
SK0427513857;226;
SK0427522279;35874;
SK0427522287;447;
SK0427522295;707;
SK0427522368;948;
SK0427522376;1507;
SK0427522392;390;
SK0427522406;663;
SK0427522414;665;
SK0427522431;728;
SK0427522449;476;
SK0427522465;243;
SK0427522481;873;
SK0427522511;882;
SK0427522546;295;
SK0427522562;847;
SK0427522571;524;
SK0427522589;461;
SK0427522597;439;
SK0427522635;516;
SK0427522651;626;
SK0427522686;368;
SK0427522694;1236;
SK0427522708;747;
SK0427522724;435;
SK0427522732;855;
SK0427522741;588;
SK0427522759;1473;
SK0427522767;222;
SK0427522783;1055;
SK0427522791;1009;
SK0427522805;1822;
SK0427522848;492;
SK0427522864;871;
SK0427522872;4643;
SK0427522881;201;
SK0427522902;1099;
SK0427522945;590;
SK0427522961;1310;
SK0427522988;356;
SK0427522996;1012;
SK0427523054;732;
SK0427523062;722;
SK0427523071;772;
SK0427523097;761;
SK0427523101;4212;
SK0427523119;690;
SK0427523127;157;
SK0427523135;422;
SK0427523151;625;
SK0427523186;2126;
SK0427523194;623;
SK0427523208;658;
SK0427523216;514;
SK0427523241;1155;
SK0427523259;2127;
SK0427523275;268;
SK0427523283;1250;
SK0427523291;761;
SK0427523348;433;
SK0427523356;527;
SK0427523364;1005;
SK0427523372;988;
SK0427528137;359;
SK0427528277;914;
SK0427528307;323;
SK0427528331;1654;
SK0427528391;90;
SK0427528404;947;
SK0427528463;941;
SK0427528579;693;
SK0427528633;669;
SK0427528692;456;
SK0427528714;601;
SK0427543853;8575;
SK0427543870;299;
SK0427543888;592;
SK0427543942;929;
SK0428514578;400;
SK0428514748;580;
SK0428525529;17122;
SK0428525537;154;
SK0428525545;920;
SK0428525553;268;
SK0428525561;625;
SK0428525570;67;
SK0428525596;582;
SK0428525600;475;
SK0428525618;224;
SK0428525626;518;
SK0428525634;5143;
SK0428525642;696;
SK0428525651;1274;
SK0428525669;1908;
SK0428525693;221;
SK0428525707;306;
SK0428525715;85;
SK0428525723;400;
SK0428525731;326;
SK0428525740;1022;
SK0428525758;338;
SK0428525782;748;
SK0428525821;317;
SK0428525839;496;
SK0428525847;221;
SK0428525855;57;
SK0428525863;695;
SK0428525871;2830;
SK0428525898;714;
SK0428525910;514;
SK0428525936;174;
SK0428525952;143;
SK0428525961;170;
SK0428526045;1229;
SK0428526053;542;
SK0428526061;524;
SK0428526070;344;
SK0428526088;103;
SK0428526096;2197;
SK0428526126;590;
SK0428526134;731;
SK0428526177;361;
SK0428526185;656;
SK0428526193;214;
SK0428526207;567;
SK0428526215;694;
SK0428526223;528;
SK0428526231;138;
SK0428526240;180;
SK0428526266;463;
SK0428526274;130;
SK0428526282;1822;
SK0428526291;118;
SK0428526312;1477;
SK0428526339;773;
SK0428526347;421;
SK0428560022;1356;
SK0428560031;564;
SK0428560049;782;
SK0428560065;458;
SK0429522309;221;
SK0429522317;177;
SK0429522325;973;
SK0429522333;174;
SK0429522341;629;
SK0429522350;220;
SK0429522384;383;
SK0429522422;308;
SK0429522457;360;
SK0429522473;335;
SK0429522490;174;
SK0429522503;494;
SK0429522520;190;
SK0429522538;279;
SK0429522554;420;
SK0429522601;204;
SK0429522627;326;
SK0429522643;408;
SK0429522660;436;
SK0429522678;335;
SK0429522716;848;
SK0429522813;423;
SK0429522821;310;
SK0429522830;241;
SK0429522856;316;
SK0429522899;209;
SK0429522911;184;
SK0429522929;326;
SK0429522937;197;
SK0429522953;418;
SK0429522970;277;
SK0429523003;554;
SK0429523011;106;
SK0429523020;241;
SK0429523038;286;
SK0429523046;183;
SK0429523089;5869;
SK0429523143;100;
SK0429523160;207;
SK0429523178;554;
SK0429523224;1077;
SK0429523232;493;
SK0429523267;239;
SK0429523305;402;
SK0429523313;239;
SK0429523321;393;
SK0429523330;642;
;;
;;
;;
;;
;;
;;
